                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                0.39046,                0.40302,                0.94643,                0.90458,                0.98353,                0.97414,                0.91868,                0.34072,                0.31056,                0.89936,               0.001464,               0.001464,               0.001464
                    125,                0.39074,                0.39494,                0.94257,                0.94565,                0.94562,                 0.9774,                0.92395,                0.34462,                0.30574,                0.89862,              0.0014624,              0.0014624,              0.0014624
                    126,                 0.3954,                0.40597,                0.94451,                 0.9227,                0.97086,                0.98485,                0.93785,                 0.3362,                0.29336,                 0.8952,              0.0014607,              0.0014607,              0.0014607
                    127,                0.39718,                0.40324,                 0.9438,                0.94468,                0.95236,                0.97061,                0.91965,                0.33121,                0.31268,                0.89772,              0.0014591,              0.0014591,              0.0014591
                    128,                0.40288,                0.42605,                0.95464,                0.90889,                0.96826,                0.96233,                0.91458,                  0.319,                0.33163,                0.89012,              0.0014574,              0.0014574,              0.0014574
                    129,                0.40187,                0.41492,                0.94714,                0.92435,                0.96931,                0.97972,                0.92921,                0.32771,                0.30306,                0.88834,              0.0014558,              0.0014558,              0.0014558
                    130,                0.39348,                0.41634,                0.94697,                0.94877,                0.93611,                0.98063,                0.93503,                0.32767,                0.32236,                0.88547,              0.0014541,              0.0014541,              0.0014541
                    131,                0.40092,                0.40937,                0.95123,                0.94632,                 0.9585,                0.97565,                0.93335,                0.31923,                0.29803,                0.88774,              0.0014525,              0.0014525,              0.0014525
                    132,                0.40649,                0.40606,                0.95235,                0.92341,                0.97455,                0.98087,                0.92669,                0.35341,                0.32494,                0.89993,              0.0014508,              0.0014508,              0.0014508
                    133,                0.40082,                0.41666,                0.94731,                0.94198,                0.95735,                0.98222,                0.93458,                0.34125,                0.30853,                0.89915,              0.0014492,              0.0014492,              0.0014492
