                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.43992,                0.42958,                0.88014,                0.90438,                0.94305,                0.96069,                0.91061,                0.35376,                0.34807,                0.87263,              0.0014987,              0.0014987,              0.0014987
                    104,                 0.4312,                0.43339,                 0.8835,                0.90125,                0.95217,                0.96078,                0.90806,                 0.3594,                0.36426,                0.87429,               0.001497,               0.001497,               0.001497
                    105,                0.43651,                0.44849,                0.87817,                0.86689,                0.92286,                0.92622,                0.86409,                0.39455,                0.40437,                0.88473,              0.0014954,              0.0014954,              0.0014954
                    106,                0.43891,                0.44134,                0.88671,                0.92578,                0.84561,                0.92404,                0.86675,                0.37101,                0.46953,                0.87712,              0.0014937,              0.0014937,              0.0014937
                    107,                0.44696,                0.44752,                0.88125,                0.85794,                0.91505,                0.93351,                0.86896,                0.38926,                0.44082,                0.88671,              0.0014921,              0.0014921,              0.0014921
                    108,                0.45253,                0.44525,                0.89373,                 0.9354,                 0.9615,                0.97968,                0.93046,                0.35826,                0.31692,                0.87353,              0.0014904,              0.0014904,              0.0014904
                    109,                0.45997,                0.42881,                0.88758,                0.92297,                0.94529,                0.97919,                0.92712,                0.36519,                0.34818,                0.87919,              0.0014888,              0.0014888,              0.0014888
                    110,                0.45441,                0.43546,                0.89057,                0.93236,                0.86313,                0.95543,                0.88925,                0.41519,                0.38898,                    0.9,              0.0014871,              0.0014871,              0.0014871
                    111,                0.44546,                0.43582,                0.88893,                0.91022,                0.95962,                0.96231,                0.90254,                0.38077,                0.36866,                0.88102,              0.0014855,              0.0014855,              0.0014855
                    112,                0.43869,                0.41611,                0.88126,                0.85047,                0.93511,                0.94344,                0.89536,                0.35031,                 0.4795,                0.87177,              0.0014838,              0.0014838,              0.0014838
                    113,                0.42724,                0.41345,                0.87865,                0.92888,                0.95379,                0.97438,                0.92483,                0.35881,                0.31486,                0.87575,              0.0014822,              0.0014822,              0.0014822
                    114,                0.43024,                0.42167,                0.88038,                0.88886,                0.93319,                0.94476,                0.88041,                0.40348,                0.36892,                0.88937,              0.0014805,              0.0014805,              0.0014805
                    115,                0.44301,                0.41958,                0.88259,                0.93796,                0.92634,                0.95476,                0.90265,                0.36184,                0.34965,                0.87366,              0.0014789,              0.0014789,              0.0014789
                    116,                0.43318,                0.41614,                0.87662,                0.92589,                0.93081,                 0.9646,                0.90413,                0.36359,                0.35388,                0.87673,              0.0014772,              0.0014772,              0.0014772
                    117,                 0.4437,                 0.4176,                0.88276,                 0.9458,                0.96129,                0.98438,                0.93093,                0.37041,                0.31378,                0.87974,              0.0014756,              0.0014756,              0.0014756
                    118,                0.43135,                0.40763,                0.87932,                0.93279,                0.96915,                0.97322,                0.91538,                0.36329,                0.31758,                0.87667,              0.0014739,              0.0014739,              0.0014739
                    119,                 0.4452,                0.40615,                0.88025,                0.91696,                0.97241,                0.97966,                0.92621,                0.35307,                 0.3267,                0.87325,              0.0014723,              0.0014723,              0.0014723
                    120,                0.42519,                0.39616,                0.88186,                0.89635,                0.97067,                0.96547,                0.92235,                0.34215,                0.31312,                0.87003,              0.0014706,              0.0014706,              0.0014706
                    121,                0.41466,                0.40357,                0.87608,                0.94831,                0.95355,                 0.9743,                0.92498,                0.35745,                0.30978,                0.87313,               0.001469,               0.001469,               0.001469
                    122,                0.41145,                0.40442,                0.87124,                0.91311,                0.96674,                  0.975,                0.91667,                0.37703,                 0.3173,                0.88026,              0.0014673,              0.0014673,              0.0014673
                    123,                0.42477,                0.40327,                0.87694,                0.91063,                0.96981,                0.95873,                0.91499,                0.34569,                0.31988,                0.86851,              0.0014657,              0.0014657,              0.0014657
                    124,                 0.4197,                0.40699,                0.87224,                0.93189,                0.97575,                0.98452,                0.92931,                0.37504,                0.32951,                0.87626,               0.001464,               0.001464,               0.001464
                    125,                0.42179,                0.39835,                0.87049,                0.95781,                0.94848,                0.98215,                0.92073,                0.36408,                0.31232,                0.87303,              0.0014624,              0.0014624,              0.0014624
                    126,                0.41936,                0.40547,                 0.8727,                0.93518,                0.96453,                0.96868,                0.92397,                0.35153,                0.30588,                0.86959,              0.0014607,              0.0014607,              0.0014607
                    127,                0.41282,                0.39816,                0.86941,                0.93686,                 0.9532,                0.97941,                0.92251,                0.35316,                0.36212,                0.87428,              0.0014591,              0.0014591,              0.0014591
                    128,                0.41781,                0.41665,                0.87921,                0.95643,                0.95914,                0.98836,                0.93969,                0.34836,                0.28816,                0.86975,              0.0014574,              0.0014574,              0.0014574
                    129,                0.41693,                0.41422,                0.87745,                 0.9127,                0.94436,                0.97331,                0.91928,                0.35087,                0.36579,                0.87122,              0.0014558,              0.0014558,              0.0014558
                    130,                0.40879,                0.40016,                0.87748,                0.93712,                0.95701,                0.97405,                0.92045,                0.35402,                0.31201,                0.87331,              0.0014541,              0.0014541,              0.0014541
                    131,                0.41919,                0.40348,                0.87703,                0.92389,                0.96633,                0.97965,                0.93043,                0.36382,                0.33087,                0.87457,              0.0014525,              0.0014525,              0.0014525
                    132,                0.42873,                0.40613,                 0.8733,                0.90251,                0.90182,                0.95442,                0.88681,                0.41568,                0.39827,                0.90226,              0.0014508,              0.0014508,              0.0014508
                    133,                0.42878,                0.40528,                0.87883,                0.86159,                0.95425,                0.96001,                0.91057,                0.35083,                0.39471,                0.87091,              0.0014492,              0.0014492,              0.0014492
