                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                 0.4105,                  0.406,                0.87693,                0.94152,                0.94799,                0.97861,                0.92968,                0.33692,                0.31968,                0.86895,              0.0015102,              0.0015102,              0.0015102
                     97,                0.41043,                0.39988,                0.87895,                0.93755,                 0.9558,                0.96735,                0.91661,                0.35054,                0.32958,                0.87235,              0.0015086,              0.0015086,              0.0015086
                     98,                0.40867,                 0.4224,                0.87735,                 0.9232,                0.96494,                0.97709,                0.92488,                0.35608,                0.32937,                0.87407,              0.0015069,              0.0015069,              0.0015069
                     99,                0.40713,                0.41437,                0.87472,                0.96002,                0.95123,                0.98743,                0.93409,                0.34349,                0.29175,                0.87031,              0.0015053,              0.0015053,              0.0015053
                    100,                0.41891,                0.42238,                0.87918,                0.93576,                0.93337,                0.97422,                 0.9215,                0.34632,                0.33513,                0.87238,              0.0015036,              0.0015036,              0.0015036
                    101,                0.41437,                0.41092,                0.88169,                0.95148,                0.93948,                0.98478,                0.92256,                0.38356,                0.36912,                0.88891,               0.001502,               0.001502,               0.001502
                    102,                0.40581,                0.40163,                0.87623,                0.89638,                0.96765,                0.95812,                0.89954,                0.37499,                0.36075,                0.87982,              0.0015003,              0.0015003,              0.0015003
                    103,                0.40585,                0.39078,                0.87153,                0.95539,                0.95574,                 0.9772,                0.91925,                0.36141,                0.30651,                0.87722,              0.0014987,              0.0014987,              0.0014987
                    104,                0.40091,                0.40336,                0.87371,                0.94042,                0.95947,                0.98282,                0.93142,                0.33868,                0.31404,                0.86736,               0.001497,               0.001497,               0.001497
                    105,                0.41275,                0.40603,                0.87381,                0.95525,                0.95606,                0.98666,                0.93497,                0.34378,                0.30303,                0.86936,              0.0014954,              0.0014954,              0.0014954
                    106,                0.40994,                0.38748,                0.87617,                 0.9369,                0.95735,                0.98357,                0.92976,                0.36614,                0.33003,                0.87559,              0.0014937,              0.0014937,              0.0014937
                    107,                0.40748,                0.39385,                0.87275,                0.95971,                0.96624,                0.98427,                0.92262,                 0.3709,                0.30469,                0.87894,              0.0014921,              0.0014921,              0.0014921
                    108,                0.41235,                 0.3993,                0.88086,                0.93984,                0.98022,                0.98289,                0.93727,                0.32038,                0.29274,                0.86167,              0.0014904,              0.0014904,              0.0014904
                    109,                0.41329,                0.38919,                0.87783,                0.92943,                0.95985,                0.97858,                0.93131,                0.33169,                 0.3089,                0.86477,              0.0014888,              0.0014888,              0.0014888
                    110,                0.40575,                 0.3908,                0.87749,                0.94056,                0.94623,                0.98229,                0.93271,                 0.3373,                0.31936,                0.86666,              0.0014871,              0.0014871,              0.0014871
                    111,                0.39869,                0.39736,                0.87454,                0.93913,                0.94383,                0.97235,                0.92221,                0.36068,                0.32211,                0.87579,              0.0014855,              0.0014855,              0.0014855
                    112,                0.39235,                0.38643,                 0.8724,                0.94005,                0.93757,                 0.9863,                0.94461,                0.32742,                0.30464,                0.86438,              0.0014838,              0.0014838,              0.0014838
